name,gongyi,kouwei,shijian,nandu,zhuliao,fuliao,buzhou,less,more,no,tang,reliang,zhifang,text,parsed
回锅肉,炒,家常味,5分钟,新手尝试,五花肉;,姜片;料酒;八角;桂皮;花椒;干辣椒;豆瓣酱;蒜苗;蚝油;酱油;生抽;,"步骤1:五花肉冷水下锅。
步骤2:放入姜片，八角，桂皮，花椒，料酒，烧开煮至熟。
步骤3:大蒜切段，蒜拍扁。
步骤4:五花肉煮好切成片。
步骤5:锅热后放油，肉热后放肉，煸炒出油汁。
步骤6:再放一勺豆瓣酱，炒出红油。
步骤7:再放入干辣椒节，花椒，大蒜炒香。
步骤8:最后放蚝油，酱油，生抽，大蒜叶，翻炒出锅。
",高血压人群;高血糖人群;儿童;,无,高血脂人群;减肥人群;,0克,349克,35.3克,五花肉;回锅肉,猪肉 
拌黄瓜,拌,香辣味,30分钟,新手尝试,小黄瓜2根;,麻油1勺;干辣椒5个;辣椒油适量;大蒜2瓣;陈醋2毫升;生抽适量;,"步骤1:黄瓜两根备好
步骤2:洗净切段
步骤3:用保鲜袋装好后用刀拍几下。有点碎就行了。千万别拍太碎
步骤4:用盐腌制20分钟。会出很多水，出的水倒掉
步骤5:干辣椒和大蒜切好
步骤6:用容器里面加入适量的生抽和陈醋，一点麻油。一勺辣椒油、兑成汁
步骤7:腌制好的黄瓜倒进去拌均匀即可。
",儿童;,高血脂人群;高血压人群;减肥人群;高血糖人群;,无,2.24克,39.1克,2.7克,小黄瓜2根;拌黄瓜,黄瓜 黄瓜 
西红柿炒蛋,炒,家常味,5分钟,初级入门,西红柿3个;鸡蛋4个;,葱少许;大蒜1瓣;植物油适量;,"步骤1:西红柿切滚刀块，鸡蛋磕入大碗内，葱花、蒜片切好待用；西红柿不要切得太小，不然一下锅就化了
步骤2:鸡蛋中加入少许盐，用筷子充分打散
步骤3:炒锅大火烧热，加入适量植物油，待油温升高（要把油烧开，不然会有生油味），锅边冒青烟时下入打散的鸡蛋液
步骤4:下入鸡蛋后不要急着翻炒，让鸡蛋的底部凝固后，顺着鸡蛋的一边用铲子贴着锅底向锅的中心轻推，迫使为上面未凝固的蛋液流入锅底，受热凝固，如此反复，直到所有蛋液都凝固，迅速关火，用铲子将鸡蛋铲成较大的块，盛出待用。这样炒出的鸡蛋火候均匀，块儿大且完整
步骤5:炒锅中重新倒入适量的植物油，烧热后放入葱花和蒜片爆香。西红柿和大蒜简直就是绝配，加了大蒜炒的西红柿格外好吃，一定要试一下
步骤6:下入西红柿块，大火翻炒至出水变软
步骤7:不要盖锅盖，一直保持大火快炒，1分钟左右即可
步骤8:下入炒好的鸡蛋，加入适量的盐和鸡精；个人不喜欢加糖，总觉得加了糖味道怪怪的，如果觉得西红柿太酸可以用勺子把挑一点食用碱加入中和一下酸味，只要一点点就行了
步骤9:迅速翻炒均匀即可出锅。建议用颠勺的方法，即速度快又不会把鸡蛋和西红柿炒的太碎，影响质量
",无,高血脂人群;减肥人群;高血压人群;高血糖人群;儿童;,无,1.82克,50.4克,3.2克,西红柿3个;鸡蛋4个;西红柿炒蛋,番茄 鸡蛋 番茄 
辣椒酿肉,炒,家常味,5分钟,新手尝试,辣椒;肉;,辣椒油;,"步骤1:辣椒去蒂。
步骤2:肉剁成肉泥。
步骤3:把肉塞辣椒里。
步骤4:下锅油炸，炸熟捞出。
步骤5:锅中炒辣椒油，加点水做汤汁。
步骤6:汤汁浇在辣椒肉上面即可。
",高血压人群;高血糖人群;儿童;,无,高血脂人群;减肥人群;,1.96克,361.9克,33.7克,辣椒;肉;辣椒酿肉,辣椒 辣椒 
番茄莎莎酱,拌,酸辣味,5分钟,新手尝试,西红柿一个;香菜一棵;,橄榄油一大勺;盐2克;蒜2瓣;黑胡椒碎适量;柠檬半个;,"步骤1:准备材料，香菜、西红柿清洗干净
步骤2:蒜加2克盐，捣成蒜泥
步骤3:香菜切碎
步骤4:西红柿带皮切小丁
步骤5:番茄丁收入碗里，撒适量的黑胡椒碎
步骤6:半个柠檬挤汁，注意柠檬籽不要挤入
步骤7:放入蒜泥，淋入橄榄油
步骤8:放香菜拌匀即可
步骤9:番茄莎莎酱可搭配肉类、法棍、玉米脆饼等等
",无,高血压人群;高血脂人群;减肥人群;高血糖人群;儿童;,无,3.92克,54.8克,3.7克,西红柿一个;香菜一棵;番茄莎莎酱,番茄 番茄 
香酥土豆丝,炸,酸甜味,15分钟,未知,土豆1个;,盐少许;生抽2勺;醋少许;糖少许;香菜少许;,"步骤1:土豆去皮擦丝
步骤2:土豆丝洗去表面淀粉
步骤3:土豆丝沥水
步骤4:炸土豆丝
步骤5:勤拨动，防止炸糊
步骤6:炸至金黄，捞出
步骤7:生抽、醋、盐、糖，混合拌匀
步骤8:上桌前将碗汁淋在土豆丝上，放香菜，拌匀即食
",减肥人群;高血脂人群;儿童;,无,高血压人群;高血糖人群;,18.9克,115.7克,0.2克,土豆1个;香酥土豆丝,土豆 土豆 
番茄炒蛋,炒,家常味,10分钟,新手尝试,番茄5个;鸡蛋5个;,葱1根;油适量;盐1勺;砂糖少许;,"步骤1:鸡蛋加少许盐打散
步骤2:番茄洗净切块
步骤3:葱切葱花，葱白单独留出来
步骤4:热锅热油，倒入鸡蛋稍微定型后加入葱白，翻炒几下用锅铲切块后装盘待用
步骤5:锅内留底油，倒入番茄块加入一勺盐，中小火炒至番茄变软出汁
步骤6:倒入鸡蛋调入少许砂糖与葱花翻炒均匀即可出锅
",无,高血压人群;高血脂人群;减肥人群;高血糖人群;儿童;,无,2.94克,44.8克,2.3克,番茄5个;鸡蛋5个;番茄炒蛋,番茄 鸡蛋 番茄 
胡萝卜炒鸡蛋,炒,家常味,5分钟,新手尝试,胡萝卜2根;鸡蛋2个;,食用油2勺;盐1/2;耗油1勺;,"步骤1:准备材料：2个鸡蛋、2根胡萝卜洗净切丝
步骤2:鸡蛋打入碗，加入1/2勺盐搅拌均匀
步骤3:锅里倒入适量油把鸡蛋炒好
步骤4:用铲子捣碎盛入碗里
步骤5:续锅倒油，放入胡萝卜加入一点盐炒至断生
步骤6:放入炒好的鸡蛋
步骤7:再放入1勺耗油拌匀，盛入碗里即可

",无,高血压人群;高血脂人群;减肥人群;高血糖人群;儿童;,无,4.62克,61.5克,3.6克,胡萝卜2根;鸡蛋2个;胡萝卜炒鸡蛋,胡萝卜 鸡蛋 胡萝卜 
西兰花鸡蛋沙拉,拌,家常味,10分钟,新手尝试,西兰花半颗;沙拉酱少许;鸡蛋1个;西红柿1/2个;,盐少许;,"步骤1:鸡蛋煮熟，放凉水里浸泡下
步骤2:剥去壳
步骤3:西兰花切成小块
步骤4:锅里放盐和水，煮开
步骤5:放入西兰花，变翠绿即可起锅
步骤6:放入鸡蛋，番茄，西兰花，挤上沙拉酱，完工
",减肥人群;高血脂人群;,高血糖人群;高血压人群;儿童;,无,1.82克,121.5克,11.7克,西兰花半颗;沙拉酱少许;鸡蛋1个;西红柿1/2个;西兰花鸡蛋沙拉,西兰花 鸡蛋 番茄 西兰花 鸡蛋 
木须肉,炒,家常味,30分钟,初级入门,木耳适量;黄瓜适量;胡萝卜适量;瘦肉片适量;鸡蛋适量;,鸡精适量;盐适量;生抽适量;白糖适量;淀粉适量;,"步骤1:准备食材
步骤2:肉片中放盐、鸡精、一勺生抽、一勺淀粉、鸡蛋液，抓匀备用
步骤3:热油下鸡蛋液滑熟捞出备用
步骤4:锅中油热放入肉片炒至变色，放入葱蒜末，翻炒均匀，放入木耳、黄瓜、胡萝卜，翻炒均匀
步骤5:加入适量盐、鸡精，翻炒均匀，加入生抽、白糖，下入鸡蛋，翻炒均匀，出锅即可
",高血压人群;高血糖人群;儿童;,减肥人群;高血脂人群;,无,8.26克,97.4克,2.9克,木耳适量;黄瓜适量;胡萝卜适量;瘦肉片适量;鸡蛋适量;木须肉,黄瓜 胡萝卜 猪肉 鸡蛋 
卤肉饭,炒,家常味,5分钟,新手尝试,五花肉;鸡蛋;姜;葱;,料酒;老抽;生抽;八角;桂皮;冰糖;盐;可乐;,"步骤1:锅内倒入五花肉煸炒至颜色金黄
步骤2:倒入料酒老抽生抽加水淹没猪肉
步骤3:倒入葱姜八角桂皮冰糖
步骤4:加盐调味倒入可乐
步骤5:倒入熟鸡蛋小火慢炖60分钟
",减肥人群;高血糖人群;高血脂人群;高血压人群;儿童;,无,无,1.26克,228克,21.1克,五花肉;鸡蛋;姜;葱;卤肉饭,猪肉 鸡蛋 
黄瓜炒鸡蛋,炒,咸鲜味,10分钟,初级入门,黄瓜2根;鸡蛋3个;,大葱少许;食盐适量;植物油8匙;鸡精少许;,"步骤1:黄瓜洗净，将黄瓜斜切成段
步骤2:切成段的黄瓜切面朝下，切成薄片
步骤3:黄瓜片全部切好，鸡蛋磕入碗内待用
步骤4:鸡蛋打散，加少许盐调一下底味
步骤5:炒锅烧热，加入植物油，倒入鸡蛋液炒制凝固，铲成较大的块盛出待用
步骤6:炒锅重新烧热，加入植物油，爆香葱花
步骤7:下入黄瓜片，用大火快速翻炒1分钟左右，加盐和鸡精调味
步骤8:加入炒好的鸡蛋，快速翻炒均匀即可出锅
",高血压人群;减肥人群;儿童;,高血脂人群;高血糖人群;,无,2.03克,101.6克,8.5克,黄瓜2根;鸡蛋3个;黄瓜炒鸡蛋,黄瓜 鸡蛋 黄瓜 
香辣土豆丝,炒,香辣味,30分钟,新手尝试,土豆适量;干辣椒适量;,盐1勺;鸡精适量;白醋1勺;,"步骤1:土豆切丝，放入清水中去除淀粉
步骤2:锅中热油，放入蒜片、干辣椒爆香
步骤3:放入土豆丝，1小勺盐，少许鸡精，1勺白醋翻炒均匀即可出锅
步骤4:开吃
",减肥人群;儿童;,高血脂人群;,高血压人群;高血糖人群;,14.28克,108克,1.7克,土豆适量;干辣椒适量;香辣土豆丝,土豆 辣椒 土豆 
番茄炒鸡蛋,炒,咸鲜味,30分钟,未知,番茄3个;鸡蛋3个;,油适量;盐适量;味精适量;胡椒;,"步骤1:把鸡蛋磕入碗中
步骤2:鸡蛋打散
步骤3:把番茄切成小块
步骤4:锅烧热，倒入油
步骤5:油烧热，加入打好的鸡蛋
步骤6:炒至金黄，用锅铲弄散
步骤7:加入番茄
步骤8:翻炒均匀，然后加盐，味精，胡椒
步骤9:再加少量的水
步骤10:煮至汁液浓稠即可关火盛盘
",无,高血压人群;高血脂人群;减肥人群;高血糖人群;儿童;,无,3.01克,58.5克,3.1克,番茄3个;鸡蛋3个;番茄炒鸡蛋,番茄 鸡蛋 番茄 
大白菜炖粉条,炖,咸鲜味,30分钟,初级入门,大白菜适量;五花肉适量;粉丝适量;,青红椒适量;葱适量;姜适量;蒜适量;干辣椒适量;蚝油适量;生抽适量;老抽适量;十三香适量;鸡汁适量;盐适量;,"步骤1:粉丝提前泡软
步骤2:五花肉煸出油脂
步骤3:加入葱、姜、蒜片、干辣椒、蚝油、生抽、老抽，翻炒均匀
步骤4:下入大白菜翻炒一分钟，加入粉丝
步骤5:加入半碗清水、适量盐、十三香、鸡汁、青红椒混匀，咕嘟一分钟
步骤6:最后翻炒均匀出锅即可
",减肥人群;高血糖人群;高血压人群;儿童;,高血脂人群;,无,8.68克,106.3克,5.5克,大白菜适量;五花肉适量;粉丝适量;大白菜炖粉条,白菜 猪肉 白菜 
土豆烧牛肉,炖,酱香味,60分钟,新手尝试,牛肉500克;土豆1个;,葱段半根;姜3片;蒜2粒;干红辣椒3个;八角1个;老抽一汤匙;生抽1汤匙;盐少许;砂糖少许;,"步骤1:将主料辅料所以材料切好备用
步骤2:切好的牛肉冷水下锅加料酒炒掉血水
步骤3:土豆切块焯水的牛肉盛盘备用
步骤4:起锅热油将白砂糖放入锅中炒出颜色（最后用冰糖如果没有可以用砂糖代替）
步骤5:糖炒出颜色倒入牛肉生抽老抽翻炒至颜色均匀后加入葱姜蒜八角辣椒（家中有小孩子的可以将辣椒取消）继续翻炒出香味
步骤6:炒好的牛肉倒入高压锅或者电压力锅中添水定时30分钟即可（这一步不要加盐过早加盐会使牛肉不容易炖烂）
步骤7:将准备好的土豆块炖好的牛肉倒入炖锅中加少许盐（如果汤不够可以少加些热水）慢火炖15分钟左右这一步是为了让土豆和牛肉的味道融合
步骤8:炖好的牛肉盛盘即可食用
",减肥人群;儿童;,高血脂人群;高血压人群;高血糖人群;,无,2.31克,119.3克,3.8克,牛肉500克;土豆1个;土豆烧牛肉,牛肉 土豆 土豆 牛肉 
干锅花菜,炒,家常味,10分钟,初级入门,花菜1颗;猪肉1块;,油1勺;盐1勺;鸡精1小勺;蒜苗1颗;生姜1块;红烧酱油2克;,"步骤1:准备食材。
步骤2:花菜切成适口的大小，放入淡盐水中浸泡十分钟。
步骤3:猪肉切薄片，生姜切丝，蒜苗切段。
步骤4:锅中放入水煮沸，加入少许盐和油，然后将花菜放入锅中焯烫。
步骤5:花菜变色之后立刻捞出来，过凉水之后沥干备用。
步骤6:锅热油，放入姜丝蒜苗炒香。
步骤7:放入肉片翻炒出油。
步骤8:加入1g老抽，将肉片煸炒上色。
步骤9:将沥干水分的花菜倒入锅中，继续翻炒至花菜微微焦黄。
步骤10:加入1g老抽，翻炒至花菜上色。
步骤11:入剩余的蒜苗段，加入1小勺盐，翻炒均匀即可。
",高血脂人群;减肥人群;,高血压人群;高血糖人群;儿童;,无,2.87克,144.8克,12.6克,花菜1颗;猪肉1块;干锅花菜,西兰花 猪肉 西兰花 
炒西兰花,炒,家常味,30分钟,未知,西兰花400克;,料酒少许;十三香少许;酱油少许;盐少许;鸡精少许;葱姜蒜少许;葵花籽油适量;,"步骤1:准备西兰花焯水
步骤2:葱姜蒜切片，猪肉馅。
步骤3:热锅凉油放入葱姜蒜爆香，加入猪肉。
步骤4:放入西兰花，添加料酒，十三香。
步骤5:添加少许酱油，盐鸡精出锅。
步骤6:盛入盘中，营养丰富，味道清香。
",高血压人群;儿童;,高血糖人群;减肥人群;高血脂人群;,无,3.57克,27克,0.6克,西兰花400克;炒西兰花,西兰花 西兰花 
老厨白菜,炒,家常味,30分钟,初级入门,大白菜400克;,油2汤匙;盐1汤匙;蚝油2汤匙;大蒜2粒;生抽1汤匙;淀粉10克;,"步骤1:大白菜在水中洗净
步骤2:切成大小合适的段后沥干水分
步骤3:锅中热油爆香蒜米
步骤4:把大白菜放入炒
步骤5:加入适量盐
步骤6:加少许鸡精炒熟
步骤7:炒熟的白菜盛出备用
步骤8:碗内加入适量水、生抽、淀粉
步骤9:锅中热油爆香蒜米
步骤10:把之前调好的那碗汁倒入锅中
步骤11:再加入适量蚝油
步骤12:中小火烧至汁浓稠
步骤13:把蚝油汁淋在之前炒好的白菜上面即可
",无,高血压人群;高血脂人群;减肥人群;高血糖人群;儿童;,无,3.08克,63克,4.6克,大白菜400克;老厨白菜,白菜 白菜 
酱香牛肉,酱,酱香味,30分钟,未知,牛肉500克;,酱肉老汤适量;,"步骤1:准备牛肉洗净寖泡2小时，焯水。
步骤2:准备酱肉老汤
步骤3:将老汤放入电饭煲中
步骤4:放入牛肉寖泡30分钟
步骤5:按键开始酱肉
步骤6:90分钟左右即可
步骤7:装入盘中，软烂营养。
",减肥人群;,高血脂人群;高血压人群;高血糖人群;儿童;,无,1.54克,125.1克,4.2克,牛肉500克;酱香牛肉,牛肉 牛肉 
番茄土豆丝,烧,家常味,15分钟,未知,番茄150克;土豆250克;,油适量;盐适量;白糖适量;葱姜适量;,"步骤1:番茄洗干净切成块
步骤2:土豆洗干净切成丝
步骤3:起油锅，葱姜入锅煸香后番茄入锅炒
步骤4:土豆丝入锅炒，加少许白糖、水，盖上锅盖烧一会儿
步骤5:加盐炒，炒均匀关火，盛出享用
",无,高血压人群;减肥人群;高血脂人群;儿童;,高血糖人群;,10.57克,74.6克,1.4克,番茄150克;土豆250克;番茄土豆丝,番茄 土豆 番茄 土豆 
孜然土豆块,炒,家常味,10分钟,未知,土豆2个;,烧烤料3勺;盐1勺;,"步骤1:土豆切成滚刀块，要切的相对小一点，不然后期土豆内没有味道~
步骤2:锅内烧热水，加一勺盐，给土豆增加点底味，水开后倒入土豆块煮3－5分钟
步骤3:根据土豆块大小决定土豆煮制的时间，不要煮太熟，一会煎的时候会碎散哒
步骤4:锅内多放点油，第一需要煎炸土豆，还需要一会炒烧烤料用~
步骤5:土豆块需要煎至面面金黄，将土豆插进土豆，轻松插入就代表熟了~
步骤6:确定土豆下是否还有底油，倒入2－3勺烧烤料翻炒，油炒过的烧烤料才好吃呦~
",高血压人群;儿童;,减肥人群;高血脂人群;,高血糖人群;,11.9克,75.2克,0.2克,土豆2个;孜然土豆块,土豆 土豆 
油腐乳包菜炒肉,炒,香辣味,15分钟,未知,包菜一个;五花肉适量;,油腐乳一块;,"步骤1:五花肉炒熟备用
步骤2:油腐乳压成泥
步骤3:包菜炒软加入五花肉
步骤4:加入油腐乳翻炒均匀
",无,减肥人群;高血糖人群;高血脂人群;高血压人群;儿童;,无,2.94克,56.4克,3.6克,包菜一个;五花肉适量;油腐乳包菜炒肉,包菜 猪肉 包菜 
番茄鱼,煮,酸甜味,30分钟,初级入门,番茄2个;青鱼500克;,盐1勺;料酒1勺;胡椒粉少许;蛋清10克;玉米淀粉2勺;葱2根;姜3片;糖2勺;番茄酱2勺;,"步骤1:青鱼洗净，去除鱼骨，切片
步骤2:切好的片洗净，放入料酒，盐，胡椒粉，葱，姜，10克蛋清再加2勺玉米淀粉，用手抓匀，腌制10分钟
步骤3:番茄洗净，切丁
步骤4:热油锅，放入葱姜炒出香味，放入鱼骨煎
步骤5:加入2大碗的热水
步骤6:大火煮至汤奶白（大概要5分钟左右）盛出备用
步骤7:热油锅，放入葱姜炒出香味，再加入番茄酱炒出香味
步骤8:加入番茄翻炒
步骤9:炒至番茄出汤汁
步骤10:加入刚才熬出的鱼汤，加入1勺盐，2勺糖再加少许的胡椒粉
步骤11:开小火，放入鱼片（鱼片要一片一片加）
步骤12:全部放入后，开大火煮至鱼片煮（大概1分钟左右）
步骤13:出锅，撒上葱花
",无,高血压人群;减肥人群;高血脂人群;高血糖人群;儿童;,无,4.2克,58.4克,1.3克,番茄2个;青鱼500克;番茄鱼,番茄 番茄 鱼 
清炒西兰花,炒,咸鲜味,15分钟,新手尝试,西兰花适量;,蒜片适量;鸡精适量;味精适量;盐适量;淀粉适量;,"步骤1:鸡精、盐、味精融化后备用
步骤2:西兰花焯水，加入盐，捞出过凉
步骤3:锅中放油、蒜片、西兰花、翻炒均匀，勾芡，加入料油
步骤4:继续翻炒，中火收汁
步骤5:装盘即可
",减肥人群;儿童;,高血脂人群;,高血压人群;高血糖人群;,12.04克,107.8克,0.8克,西兰花适量;清炒西兰花,西兰花 西兰花 
水煮肉片,炒,家常味,5分钟,新手尝试,里脊肉;黄瓜;豆芽;,花雕酒;盐;淀粉;豆瓣酱;火锅底料;生抽;老抽;白糖;胡椒粉;姜;蒜;麻椒;花椒;干辣椒;葱花;,"步骤1:里脊肉切片。
步骤2:倒入盆中，放入花雕酒，盐，胡椒粉，淀粉，抓匀，腌制5分钟。
步骤3:锅中水开后放入盐，倒入豆芽和黄瓜，盛出备用。
步骤4:锅热后放油，油热放入豆瓣酱，火锅料炒香。
步骤5:再放入姜蒜末，麻椒，干辣椒，炒香后加水。
步骤6:再放入生抽，老抽，白糖，胡椒粉，烧开，煮两分钟，捞出料渣。
步骤7:再倒入肉片，煮熟出锅。
步骤8:肉片捞出放在配菜上，撒些干辣椒，花椒，麻椒，蒜末，葱花。
步骤9:油烧到冒青烟，淋在肉片上即可。
",儿童;,高血脂人群;减肥人群;高血压人群;高血糖人群;,无,1.4克,48.1克,2.1克,里脊肉;黄瓜;豆芽;水煮肉片,黄瓜 豆芽 
